Invoice,StockCode,Description,Quantity,Price,TotalPrice,Customer ID,Country,InvoiceDate,IsCancelled,HasCustomerID,IsServiceCode,PriceAnomaly,OutlierType,IQR_upper_threshold,TimesOverThreshold,SignalBulkQuantity,SignalNonUK,SignalRepeatOutlierCustomer,LikelyB2B,IsUnflaggedServiceCode
576365,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,688,6.95,4781.6,,United Kingdom,2011-11-14 17:55:00,False,False,False,False,IQR_upper,38.63,123.8,True,False,False,True,False
550461,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1930,2.4,4632.0,15749.0,United Kingdom,2011-04-18 13:20:00,False,True,False,False,IQR_upper,38.63,119.92,True,False,True,True,False
540818,48185,DOORMAT FAIRY CAKE,670,6.75,4522.5,15749.0,United Kingdom,2011-01-11 12:57:00,False,True,False,False,IQR_upper,38.63,117.09,True,False,True,True,False
558526,23173,REGENCY TEAPOT ROSES ,540,8.15,4401.0,17949.0,United Kingdom,2011-06-30 11:01:00,False,True,False,False,IQR_upper,38.63,113.94,True,False,True,True,False
550461,48185,DOORMAT FAIRY CAKE,670,6.35,4254.5,15749.0,United Kingdom,2011-04-18 13:20:00,False,True,False,False,IQR_upper,38.63,110.15,True,False,True,True,False
562439,84879,ASSORTED COLOUR BIRD ORNAMENT,2880,1.45,4176.0,12931.0,United Kingdom,2011-08-04 18:06:00,False,True,False,False,IQR_upper,38.63,108.12,True,False,True,True,False
540689,22470,HEART OF WICKER LARGE,1284,3.21,4121.64,17450.0,United Kingdom,2011-01-11 08:43:00,False,True,False,False,IQR_upper,38.63,106.71,True,False,True,True,False
581115,22413,METAL SIGN TAKE IT OR LEAVE IT ,1404,2.75,3861.0,15195.0,United Kingdom,2011-12-07 12:20:00,False,True,False,False,IQR_upper,38.63,99.96,True,False,False,True,False
537659,21623,VINTAGE UNION JACK MEMOBOARD,600,6.38,3828.0,18102.0,United Kingdom,2010-12-07 16:43:00,False,True,False,False,IQR_upper,38.63,99.11,True,False,True,True,False
567423,23113,PANTRY CHOPPING BOARD,756,5.06,3825.3599999999997,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,99.04,True,False,True,True,False
537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1488,2.55,3794.3999999999996,12755.0,Japan,2010-12-09 10:44:00,False,True,False,False,IQR_upper,38.63,98.24,True,True,False,True,False
540815,21175,GIN + TONIC DIET METAL SIGN,2000,1.85,3700.0,15749.0,United Kingdom,2011-01-11 12:55:00,False,True,False,False,IQR_upper,38.63,95.79,True,False,True,True,False
579498,23084,RABBIT NIGHT LIGHT,2040,1.79,3651.6,12798.0,Japan,2011-11-29 15:52:00,False,True,False,False,IQR_upper,38.63,94.54,True,True,False,True,False
567423,22722,SET OF 6 SPICE TINS PANTRY DESIGN,852,4.25,3621.0,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,93.75,True,False,True,True,False
574941,22197,POPCORN HOLDER,1820,1.95,3549.0,,United Kingdom,2011-11-07 17:42:00,False,False,False,False,IQR_upper,38.63,91.88,True,False,False,True,False
550461,21175,GIN + TONIC DIET METAL SIGN,2000,1.69,3380.0,15749.0,United Kingdom,2011-04-18 13:20:00,False,True,False,False,IQR_upper,38.63,87.51,True,False,True,True,False
574941,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,478,6.95,3322.1,,United Kingdom,2011-11-07 17:42:00,False,False,False,False,IQR_upper,38.63,86.01,True,False,False,True,False
540818,47556B,TEA TIME TEA TOWELS ,1300,2.55,3314.9999999999995,15749.0,United Kingdom,2011-01-11 12:57:00,False,True,False,False,IQR_upper,38.63,85.83,True,False,True,True,False
572209,23557,LANDMARK FRAME BAKER STREET ,300,10.95,3285.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,85.05,True,False,True,True,False
572209,23558,LANDMARK FRAME LONDON BRIDGE ,300,10.95,3285.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,85.05,True,False,True,True,False
572209,23555,LANDMARK FRAME NOTTING HILL ,300,10.95,3285.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,85.05,True,False,True,True,False
572209,23554,LANDMARK FRAME OXFORD STREET,300,10.95,3285.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,85.05,True,False,True,True,False
572209,23556,LANDMARK FRAME COVENT GARDEN ,300,10.95,3285.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,85.05,True,False,True,True,False
572209,23553,LANDMARK FRAME CAMDEN TOWN ,300,10.95,3285.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,85.05,True,False,True,True,False
540689,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1010,3.24,3272.4,17450.0,United Kingdom,2011-01-11 08:43:00,False,True,False,False,IQR_upper,38.63,84.72,True,False,True,True,False
581375,21137,BLACK RECORD COVER FRAME,960,3.39,3254.4,16210.0,United Kingdom,2011-12-08 12:36:00,False,True,False,False,IQR_upper,38.63,84.26,True,False,True,True,False
543379,21623,VINTAGE UNION JACK MEMOBOARD,504,6.38,3215.52,18102.0,United Kingdom,2011-02-07 15:37:00,False,True,False,False,IQR_upper,38.63,83.25,True,False,True,True,False
543378,21623,VINTAGE UNION JACK MEMOBOARD,504,6.38,3215.52,18102.0,United Kingdom,2011-02-07 15:34:00,False,True,False,False,IQR_upper,38.63,83.25,True,False,True,True,False
544612,22053,EMPIRE DESIGN ROSETTE,3906,0.82,3202.9199999999996,18087.0,United Kingdom,2011-02-22 10:43:00,False,True,False,False,IQR_upper,38.63,82.92,True,False,False,True,False
574293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,992,3.2,3174.4,17450.0,United Kingdom,2011-11-03 15:32:00,False,True,False,False,IQR_upper,38.63,82.19,True,False,True,True,False
567423,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,612,5.18,3170.16,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,82.08,True,False,True,True,False
554366,22349,DOG BOWL CHASING BALL DESIGN,756,4.18,3160.08,17450.0,United Kingdom,2011-05-24 10:24:00,False,True,False,False,IQR_upper,38.63,81.81,True,False,True,True,False
561633,23173,REGENCY TEAPOT ROSES ,384,8.15,3129.6000000000004,17949.0,United Kingdom,2011-07-28 14:33:00,False,True,False,False,IQR_upper,38.63,81.03,True,False,True,True,False
574941,23084,RABBIT NIGHT LIGHT,628,4.95,3108.6,,United Kingdom,2011-11-07 17:42:00,False,False,False,False,IQR_upper,38.63,80.48,True,False,False,True,False
554868,22197,SMALL POPCORN HOLDER,4300,0.72,3096.0,13135.0,United Kingdom,2011-05-27 10:52:00,False,True,False,False,IQR_upper,38.63,80.16,True,False,False,True,False
567381,22508,DOORSTOP RETROSPOT HEART,744,4.08,3035.52,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,78.59,True,False,True,True,False
538191,22423,REGENCY CAKESTAND 3 TIER,272,10.95,2978.3999999999996,15061.0,United Kingdom,2010-12-10 10:49:00,False,True,False,False,IQR_upper,38.63,77.11,True,False,True,True,False
567423,22978,PANTRY ROLLING PIN,708,4.18,2959.4399999999996,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,76.62,True,False,True,True,False
581457,23543,WALL ART KEEP CALM ,698,4.15,2896.7000000000003,18102.0,United Kingdom,2011-12-08 18:43:00,False,True,False,False,IQR_upper,38.63,75.0,True,False,True,True,False
537659,82484,WOOD BLACK BOARD ANT WHITE FINISH,600,4.78,2868.0,18102.0,United Kingdom,2010-12-07 16:43:00,False,True,False,False,IQR_upper,38.63,74.25,True,False,True,True,False
540689,21733,RED HANGING HEART T-LIGHT HOLDER,860,3.24,2786.4,17450.0,United Kingdom,2011-01-11 08:43:00,False,True,False,False,IQR_upper,38.63,72.14,True,False,True,True,False
566931,22688,DOORMAT PEACE ON EARTH BLUE,600,4.58,2748.0,18102.0,United Kingdom,2011-09-15 15:27:00,False,True,False,False,IQR_upper,38.63,71.15,True,False,True,True,False
550461,47556B,TEA TIME TEA TOWELS ,1300,2.1,2730.0,15749.0,United Kingdom,2011-04-18 13:20:00,False,True,False,False,IQR_upper,38.63,70.68,True,False,True,True,False
567381,23108,SET OF 10 LED DOLLY LIGHTS,416,6.5,2704.0,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,70.01,True,False,True,True,False
580363,23582,VINTAGE DOILY JUMBO BAG RED ,1500,1.79,2685.0,13868.0,United Kingdom,2011-12-02 16:32:00,False,True,False,False,IQR_upper,38.63,69.51,True,False,False,True,False
562439,22191,IVORY DINER WALL CLOCK,348,7.65,2662.2000000000003,12931.0,United Kingdom,2011-08-04 18:06:00,False,True,False,False,IQR_upper,38.63,68.92,True,False,True,True,False
540689,22469,HEART OF WICKER SMALL,1356,1.93,2617.08,17450.0,United Kingdom,2011-01-11 08:43:00,False,True,False,False,IQR_upper,38.63,67.76,True,False,True,True,False
558526,23174,REGENCY SUGAR BOWL GREEN,696,3.75,2610.0,17949.0,United Kingdom,2011-06-30 11:01:00,False,True,False,False,IQR_upper,38.63,67.57,True,False,True,True,False
537657,21623,VINTAGE UNION JACK MEMOBOARD,408,6.38,2603.04,18102.0,United Kingdom,2010-12-07 16:42:00,False,True,False,False,IQR_upper,38.63,67.39,True,False,True,True,False
574294,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1020,2.55,2601.0,16333.0,United Kingdom,2011-11-03 15:47:00,False,True,False,False,IQR_upper,38.63,67.34,True,False,True,True,False
558777,22501,PICNIC BASKET WICKER LARGE,125,20.79,2598.75,,United Kingdom,2011-07-04 10:23:00,False,False,False,False,IQR_upper,38.63,67.28,True,False,False,True,False
581175,23084,RABBIT NIGHT LIGHT,1440,1.79,2577.6,14646.0,Netherlands,2011-12-07 15:16:00,False,True,False,False,IQR_upper,38.63,66.73,True,True,True,True,False
567381,22111,SCOTTIE DOG HOT WATER BOTTLE,496,5.1,2529.6,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,65.49,True,False,True,True,False
567381,21485,RETROSPOT HEART HOT WATER BOTTLE,496,5.1,2529.6,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,65.49,True,False,True,True,False
569084,22941,CHRISTMAS LIGHTS 10 REINDEER,384,6.5,2496.0,17949.0,United Kingdom,2011-09-30 11:56:00,False,True,False,False,IQR_upper,38.63,64.62,True,False,True,True,False
572209,23485,BOTANICAL GARDENS WALL CLOCK ,120,20.8,2496.0,18102.0,United Kingdom,2011-10-21 12:08:00,False,True,False,False,IQR_upper,38.63,64.62,True,False,True,True,False
556725,22783,SET 3 WICKER OVAL BASKETS W LIDS,200,12.48,2496.0,18102.0,United Kingdom,2011-06-14 11:28:00,False,True,False,False,IQR_upper,38.63,64.62,True,False,True,True,False
579251,22470,HEART OF WICKER LARGE,760,3.2,2432.0,17450.0,United Kingdom,2011-11-28 16:39:00,False,True,False,False,IQR_upper,38.63,62.96,True,False,True,True,False
567423,22969,HOMEMADE JAM SCENTED CANDLES,1428,1.7,2427.6,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,62.85,True,False,True,True,False
574941,23344,JUMBO BAG 50'S CHRISTMAS ,484,4.95,2395.8,,United Kingdom,2011-11-07 17:42:00,False,False,False,False,IQR_upper,38.63,62.03,True,False,False,True,False
558554,23245,SET OF 3 REGENCY CAKE TINS,576,4.15,2390.4,17949.0,United Kingdom,2011-06-30 12:50:00,False,True,False,False,IQR_upper,38.63,61.89,True,False,True,True,False
554366,22350,ILLUSTRATED CAT BOWL ,888,2.69,2388.72,17450.0,United Kingdom,2011-05-24 10:24:00,False,True,False,False,IQR_upper,38.63,61.84,True,False,True,True,False
561901,21843,RED RETROSPOT CAKE STAND,216,10.95,2365.2,14156.0,EIRE,2011-07-31 15:42:00,False,True,False,False,IQR_upper,38.63,61.23,True,True,True,True,False
537659,22833,HALL CABINET WITH 3 DRAWERS,72,32.69,2353.68,18102.0,United Kingdom,2010-12-07 16:43:00,False,True,False,False,IQR_upper,38.63,60.94,True,False,True,True,False
537659,22188,BLACK HEART CARD HOLDER,1008,2.31,2328.48,18102.0,United Kingdom,2010-12-07 16:43:00,False,True,False,False,IQR_upper,38.63,60.28,True,False,True,True,False
537659,22189,CREAM HEART CARD HOLDER,1008,2.31,2328.48,18102.0,United Kingdom,2010-12-07 16:43:00,False,True,False,False,IQR_upper,38.63,60.28,True,False,True,True,False
566934,48194,DOORMAT HEARTS,500,4.58,2290.0,18102.0,United Kingdom,2011-09-15 15:34:00,False,True,False,False,IQR_upper,38.63,59.29,True,False,True,True,False
566934,48187,DOORMAT NEW ENGLAND,500,4.58,2290.0,18102.0,United Kingdom,2011-09-15 15:34:00,False,True,False,False,IQR_upper,38.63,59.29,True,False,True,True,False
566934,48138,DOORMAT UNION FLAG,500,4.58,2290.0,18102.0,United Kingdom,2011-09-15 15:34:00,False,True,False,False,IQR_upper,38.63,59.29,True,False,True,True,False
566935,48111,DOORMAT 3 SMILEY CATS,500,4.58,2290.0,18102.0,United Kingdom,2011-09-15 15:35:00,False,True,False,False,IQR_upper,38.63,59.29,True,False,True,True,False
566934,48185,DOORMAT FAIRY CAKE,500,4.58,2290.0,18102.0,United Kingdom,2011-09-15 15:34:00,False,True,False,False,IQR_upper,38.63,59.29,True,False,True,True,False
568717,23284,DOORMAT KEEP CALM AND COME IN,500,4.58,2290.0,18102.0,United Kingdom,2011-09-28 16:17:00,False,True,False,False,IQR_upper,38.63,59.29,True,False,True,True,False
576365,22158,3 HEARTS HANGING DECORATION RUSTIC,326,6.95,2265.7000000000003,,United Kingdom,2011-11-14 17:55:00,False,False,False,False,IQR_upper,38.63,58.66,True,False,False,True,False
539101,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2400,0.94,2256.0,16029.0,United Kingdom,2010-12-16 10:35:00,False,True,False,False,IQR_upper,38.63,58.41,True,False,True,True,False
543669,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2400,0.94,2256.0,16029.0,United Kingdom,2011-02-11 11:22:00,False,True,False,False,IQR_upper,38.63,58.41,True,False,True,True,False
537657,22189,CREAM HEART CARD HOLDER,972,2.31,2245.32,18102.0,United Kingdom,2010-12-07 16:42:00,False,True,False,False,IQR_upper,38.63,58.13,True,False,True,True,False
537657,22188,BLACK HEART CARD HOLDER,972,2.31,2245.32,18102.0,United Kingdom,2010-12-07 16:42:00,False,True,False,False,IQR_upper,38.63,58.13,True,False,True,True,False
561397,79321,CHILLI LIGHTS,480,4.65,2232.0,16532.0,United Kingdom,2011-07-27 10:41:00,False,True,False,False,IQR_upper,38.63,57.79,True,False,False,True,False
577852,79321,CHILLI LIGHTS,480,4.65,2232.0,16532.0,United Kingdom,2011-11-22 11:08:00,False,True,False,False,IQR_upper,38.63,57.79,True,False,False,True,False
574294,21915,RED  HARMONICA IN BOX ,2100,1.06,2226.0,16333.0,United Kingdom,2011-11-03 15:47:00,False,True,False,False,IQR_upper,38.63,57.63,True,False,True,True,False
576365,22197,POPCORN HOLDER,1130,1.95,2203.5,,United Kingdom,2011-11-14 17:55:00,False,False,False,False,IQR_upper,38.63,57.05,True,False,False,True,False
554366,22702,BLACK AND WHITE CAT BOWL,888,2.4,2131.2,17450.0,United Kingdom,2011-05-24 10:24:00,False,True,False,False,IQR_upper,38.63,55.18,True,False,True,True,False
567381,22138,BAKING SET 9 PIECE RETROSPOT ,416,5.1,2121.6,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,54.93,True,False,True,True,False
567381,22507,MEMO BOARD RETROSPOT  DESIGN,416,5.1,2121.6,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,54.93,True,False,True,True,False
561633,22423,REGENCY CAKESTAND 3 TIER,192,10.95,2102.3999999999996,17949.0,United Kingdom,2011-07-28 14:33:00,False,True,False,False,IQR_upper,38.63,54.43,True,False,True,True,False
567423,23288,GREEN VINTAGE SPOT BEAKER,1944,1.08,2099.52,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,54.36,True,False,True,True,False
567423,23285,PINK VINTAGE SPOT BEAKER,1944,1.08,2099.52,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,54.36,True,False,True,True,False
547708,85066,CREAM SWEETHEART MINI CHEST,160,12.98,2076.8,17450.0,United Kingdom,2011-03-24 18:34:00,False,True,False,False,IQR_upper,38.63,53.77,True,False,True,True,False
566931,22687,DOORMAT CHRISTMAS VILLAGE,450,4.58,2061.0,18102.0,United Kingdom,2011-09-15 15:27:00,False,True,False,False,IQR_upper,38.63,53.36,True,False,True,True,False
581107,23461,SWEETHEART BIRD HOUSE,620,3.3,2046.0,16000.0,United Kingdom,2011-12-07 12:15:00,False,True,False,False,IQR_upper,38.63,52.97,True,False,False,True,False
567423,23286,BLUE VINTAGE SPOT BEAKER,1878,1.08,2028.2400000000002,17450.0,United Kingdom,2011-09-20 11:05:00,False,True,False,False,IQR_upper,38.63,52.51,True,False,True,True,False
539750,22423,REGENCY CAKESTAND 3 TIER,79,25.49,2013.7099999999998,,United Kingdom,2010-12-21 15:40:00,False,False,False,False,IQR_upper,38.63,52.13,True,False,False,True,False
581110,23486,ANTIQUE HEART SHELF UNIT,150,13.35,2002.5,16000.0,United Kingdom,2011-12-07 12:17:00,False,True,False,False,IQR_upper,38.63,51.84,True,False,False,True,False
576365,23084,RABBIT NIGHT LIGHT,404,4.95,1999.8000000000002,,United Kingdom,2011-11-14 17:55:00,False,False,False,False,IQR_upper,38.63,51.77,True,False,False,True,False
546789,85099B,JUMBO BAG RED RETROSPOT,1200,1.65,1980.0,15769.0,United Kingdom,2011-03-17 10:17:00,False,True,False,False,IQR_upper,38.63,51.26,True,False,True,True,False
554845,85123A,WHITE HANGING HEART T-LIGHT HOLDER,608,3.24,1969.92,17450.0,United Kingdom,2011-05-26 19:49:00,False,True,False,False,IQR_upper,38.63,51.0,True,False,True,True,False
558526,22699,ROSES REGENCY TEACUP AND SAUCER ,768,2.55,1958.3999999999999,17949.0,United Kingdom,2011-06-30 11:01:00,False,True,False,False,IQR_upper,38.63,50.7,True,False,True,True,False
539750,22114,HOT WATER BOTTLE TEA AND SYMPATHY,210,9.32,1957.2,,United Kingdom,2010-12-21 15:40:00,False,False,False,False,IQR_upper,38.63,50.67,True,False,False,True,False
537657,82484,WOOD BLACK BOARD ANT WHITE FINISH,408,4.78,1950.24,18102.0,United Kingdom,2010-12-07 16:42:00,False,True,False,False,IQR_upper,38.63,50.49,True,False,True,True,False
576365,23344,JUMBO BAG 50'S CHRISTMAS ,392,4.95,1940.4,,United Kingdom,2011-11-14 17:55:00,False,False,False,False,IQR_upper,38.63,50.24,True,False,False,True,False
538063,22830,UTILTY CABINET WITH HOOKS,96,19.94,1914.2400000000002,18102.0,United Kingdom,2010-12-09 13:44:00,False,True,False,False,IQR_upper,38.63,49.56,True,False,True,True,False
558526,23175,REGENCY MILK JUG PINK ,696,2.75,1914.0,17949.0,United Kingdom,2011-06-30 11:01:00,False,True,False,False,IQR_upper,38.63,49.55,True,False,True,True,False
547812,21623,VINTAGE UNION JACK MEMOBOARD,300,6.38,1914.0,18102.0,United Kingdom,2011-03-25 14:06:00,False,True,False,False,IQR_upper,38.63,49.55,True,False,True,True,False
540175,79321,CHILLI LIGHTS,480,3.98,1910.4,16532.0,United Kingdom,2011-01-05 12:37:00,False,True,False,False,IQR_upper,38.63,49.46,True,False,False,True,False
567381,22637,PIGGY BANK RETROSPOT ,744,2.5,1860.0,17450.0,United Kingdom,2011-09-20 10:12:00,False,True,False,False,IQR_upper,38.63,48.16,True,False,True,True,False
574941,23203,JUMBO BAG VINTAGE DOILY ,375,4.95,1856.25,,United Kingdom,2011-11-07 17:42:00,False,False,False,False,IQR_upper,38.63,48.06,True,False,False,True,False
581105,22727,ALARM CLOCK BAKELIKE RED ,620,2.99,1853.8000000000002,16000.0,United Kingdom,2011-12-07 12:14:00,False,True,False,False,IQR_upper,38.63,47.99,True,False,False,True,False
570557,22273,FELTCRAFT DOLL MOLLY,720,2.55,1835.9999999999998,16029.0,United Kingdom,2011-10-11 11:15:00,False,True,False,False,IQR_upper,38.63,47.53,True,False,True,True,False
570094,22273,FELTCRAFT DOLL MOLLY,720,2.55,1835.9999999999998,16029.0,United Kingdom,2011-10-07 11:56:00,False,True,False,False,IQR_upper,38.63,47.53,True,False,True,True,False
566935,48116,DOORMAT MULTICOLOUR STRIPE,400,4.58,1832.0,18102.0,United Kingdom,2011-09-15 15:35:00,False,True,False,False,IQR_upper,38.63,47.43,True,False,True,True,False
539750,84029E,RED WOOLLY HOTTIE WHITE HEART.,215,8.47,1821.0500000000002,,United Kingdom,2010-12-21 15:40:00,False,False,False,False,IQR_upper,38.63,47.15,True,False,False,True,False
556718,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,660,2.75,1815.0,16013.0,United Kingdom,2011-06-14 11:02:00,False,True,False,False,IQR_upper,38.63,46.99,True,False,True,True,False
563590,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,352,5.15,1812.8000000000002,17450.0,United Kingdom,2011-08-17 20:02:00,False,True,False,False,IQR_upper,38.63,46.93,True,False,True,True,False
569815,85099B,JUMBO BAG RED RETROSPOT,1000,1.79,1790.0,15838.0,United Kingdom,2011-10-06 11:53:00,False,True,False,False,IQR_upper,38.63,46.34,True,False,True,True,False
575582,85099B,JUMBO BAG RED RETROSPOT,1000,1.79,1790.0,16986.0,United Kingdom,2011-11-10 11:55:00,False,True,False,False,IQR_upper,38.63,46.34,True,False,False,True,False
554366,22700,BLACK AND WHITE DOG BOWL,552,3.24,1788.48,17450.0,United Kingdom,2011-05-24 10:24:00,False,True,False,False,IQR_upper,38.63,46.3,True,False,True,True,False
556726,23134,LARGE ZINC HEART WALL ORGANISER,304,5.88,1787.52,18102.0,United Kingdom,2011-06-14 11:31:00,False,True,False,False,IQR_upper,38.63,46.28,True,False,True,True,False
554358,21770,OPEN CLOSED METAL SIGN,420,4.25,1785.0,17450.0,United Kingdom,2011-05-24 09:32:00,False,True,False,False,IQR_upper,38.63,46.21,True,False,True,True,False
541220,22423,REGENCY CAKESTAND 3 TIER,160,10.95,1752.0,14156.0,EIRE,2011-01-14 14:11:00,False,True,False,False,IQR_upper,38.63,45.36,True,True,True,True,False
575335,84879,ASSORTED COLOUR BIRD ORNAMENT,1200,1.45,1740.0,12931.0,United Kingdom,2011-11-09 13:56:00,False,True,False,False,IQR_upper,38.63,45.05,True,False,True,True,False
572869,23084,RABBIT NIGHT LIGHT,960,1.79,1718.4,12798.0,Japan,2011-10-26 13:21:00,False,True,False,False,IQR_upper,38.63,44.49,True,True,False,True,False
576394,23084,RABBIT NIGHT LIGHT,960,1.79,1718.4,12415.0,Australia,2011-11-15 10:32:00,False,True,False,False,IQR_upper,38.63,44.49,True,True,True,True,False
554071,22501,PICNIC BASKET WICKER LARGE,200,8.5,1700.0,13113.0,United Kingdom,2011-05-22 11:17:00,False,True,False,False,IQR_upper,38.63,44.01,True,False,True,True,False
576365,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,244,6.95,1695.8,,United Kingdom,2011-11-14 17:55:00,False,False,False,False,IQR_upper,38.63,43.9,True,False,False,True,False
549027,22727,ALARM CLOCK BAKELIKE RED ,500,3.39,1695.0,17857.0,United Kingdom,2011-04-05 17:02:00,False,True,False,False,IQR_upper,38.63,43.88,True,False,True,True,False
549027,22728,ALARM CLOCK BAKELIKE PINK,500,3.39,1695.0,17857.0,United Kingdom,2011-04-05 17:02:00,False,True,False,False,IQR_upper,38.63,43.88,True,False,True,True,False
539750,21479,WHITE SKULL HOT WATER BOTTLE ,197,8.47,1668.5900000000001,,United Kingdom,2010-12-21 15:40:00,False,False,False,False,IQR_upper,38.63,43.2,True,False,False,True,False
570097,22273,FELTCRAFT DOLL MOLLY,720,2.3,1655.9999999999998,16029.0,United Kingdom,2011-10-07 12:05:00,False,True,False,False,IQR_upper,38.63,42.87,True,False,True,True,False
540698,21621,VINTAGE UNION JACK BUNTING,186,8.87,1649.82,17450.0,United Kingdom,2011-01-11 09:24:00,False,True,False,False,IQR_upper,38.63,42.71,True,False,True,True,False
545341,22423,REGENCY CAKESTAND 3 TIER,150,10.95,1642.5,17949.0,United Kingdom,2011-03-02 09:03:00,False,True,False,False,IQR_upper,38.63,42.52,True,False,True,True,False
551259,22423,REGENCY CAKESTAND 3 TIER,150,10.95,1642.5,17949.0,United Kingdom,2011-04-27 12:04:00,False,True,False,False,IQR_upper,38.63,42.52,True,False,True,True,False
573153,23084,RABBIT NIGHT LIGHT,912,1.79,1632.48,12678.0,France,2011-10-28 07:39:00,False,True,False,False,IQR_upper,38.63,42.26,True,True,True,True,False
569492,21915,RED  HARMONICA IN BOX ,1540,1.06,1632.4,16333.0,United Kingdom,2011-10-04 13:30:00,False,True,False,False,IQR_upper,38.63,42.26,True,False,True,True,False
539257,21137,BLACK RECORD COVER FRAME,480,3.39,1627.2,16210.0,United Kingdom,2010-12-16 14:29:00,False,True,False,False,IQR_upper,38.63,42.13,True,False,True,True,False
